ID	FL24_1_metaphlan2	XS24_2_metaphlan2	XS24_3_metaphlan2	FS24_3_metaphlan2	NS0_3_metaphlan2	FS24_2_metaphlan2	NS24_1_metaphlan2	NS0_2_metaphlan2	IN24_2_metaphlan2	GS24_2_metaphlan2	IN24_3_metaphlan2	GS24_3_metaphlan2	FL24_3_metaphlan2	FL24_2_metaphlan2	XS24_1_metaphlan2	NS24_3_metaphlan2	NS0_1_metaphlan2	FS24_1_metaphlan2	NS24_2_metaphlan2	GS24_1_metaphlan2	IN24_1_metaphlan2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii	0.0	0.0	0.0	0.0		0.0068		0.0	0.0		0.01429		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00689		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bifermentans		0.05096			0.01103			0.01436			0.01258		0.0		0.01684		0.0	0.0	0.0		0.00198		0.0	0.0		0.04447			0.04704			0.00924		0.0	0.0		0.01663			0.00058			0.0013		0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_difficile		0.01546			0.0491			0.06503			0.04736		0.0		0.04841			0.03079		0.0		0.05523			0.12064			0.06092			0.12119			0.0171			0.01431			0.05928			0.03831		0.0		0.04958			0.03629			0.12737			0.07143	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_sordellii	0.0		0.00519			0.00953		0.0	0.0	0.0		0.03318		0.0	0.0	0.0		0.00075		0.0	0.0	0.0		0.0049			0.03233		0.0	0.0		0.02847			0.00179			0.00185	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified		0.02207			0.09756			0.09818			0.00854		0.0	0.0		0.14884		0.0	0.0	0.0		0.03584		0.0		0.02849		0.0		0.06638			0.07799		0.0	0.0		0.09186			0.05869		0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae		0.48919			0.894			0.81574			0.77998			19.2025			0.77235			0.61542			19.50868			0.789			0.33927			0.89118			0.35691			0.48968			0.51614			0.93272			0.50977			18.89176			0.77764			0.5896			0.37607			0.8572	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0.0	0.0	0.0	0.0		0.03588		0.0		0.00259			0.02945		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00467			0.05173		0.0		0.01008		0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0.0	0.0	0.0	0.0		0.03588		0.0		0.00259			0.02945		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00104			0.02721		0.0		0.00385		0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00363			0.02452		0.0		0.00623		0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium		0.0472			0.02274			0.024			0.01318			12.53477			0.01244			0.08152			12.48797			0.01399			0.02269			0.01173			0.01948			0.06114			0.0698			0.01914			0.09024			11.86969			0.01336			0.08987			0.01835			0.00699	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.0	0.0	0.0	0.0		5.59473		0.0	0.0		5.31673		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.37643		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_unclassified		0.0472			0.02274			0.024			0.01318			6.94003			0.01244			0.08152			7.17124			0.01399			0.02269			0.01173			0.01948			0.06114			0.0698			0.01914			0.09024			6.49325			0.01336			0.08987			0.01835			0.00699	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname	0.0	0.0	0.0	0.0		0.11302		0.0		0.01036			0.10563		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00999			0.10303		0.0		0.00453		0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16	0.0	0.0	0.0	0.0		0.11302		0.0		0.01036			0.10563		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00999			0.10303		0.0		0.00453		0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus		0.19513			0.21064			0.23755			0.02029			2.57639			0.01109			0.1212			2.5749			0.04429			0.00756			0.04708			0.00736			0.17732			0.19068			0.18031			0.10698			2.5634			0.01524			0.10729			0.00818			0.04132	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	0.0		0.00578			0.00384		0.0		0.06282		0.0	0.0		0.06992		0.0	0.0	0.0	0.0	0.0	0.0		0.00528		0.0		0.07069		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris		0.01264			0.01801			0.0142			0.01215			1.64577			0.00853			0.03249			1.64156			0.00946			0.00458			0.01142			0.00611			0.01205			0.00951			0.01356			0.0309			1.63637			0.01154			0.02746			0.00641			0.0134	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp		0.00571			0.00359			0.0013		0.0		0.06955		0.0	0.0		0.07699		0.0	0.0	0.0	0.0		0.00494			0.00328			0.00377		0.0		0.07564		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA		0.17677			0.18326			0.21821			0.00814			0.78935			0.00256			0.08871			0.78123			0.03483			0.00298			0.03565			0.00125			0.16033			0.17789			0.1577			0.07608			0.77174			0.0037			0.07983			0.00177			0.02792	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_JC304	0.0	0.0	0.0	0.0		0.0089		0.0	0.0		0.00521		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00897		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum		0.24686			0.66062			0.55419			0.74651			3.94244			0.74882			0.39976			4.31073			0.73073			0.30901			0.83237			0.33007			0.25121			0.25566			0.73327			0.29788			4.30391			0.74905			0.37783			0.34955			0.8089	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_4_3_54A2FAA		0.11018			0.04365			0.04137			0.08256			0.10093			0.08677			0.06409			0.10609			0.06867			0.06952			0.07226			0.06896			0.12901			0.13036			0.04909			0.06968			0.0896			0.07299			0.07104			0.05933			0.06734	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified		0.13668			0.61697			0.51281			0.66395			3.84151			0.66205			0.33566			4.20464			0.66206			0.23949			0.76012			0.26111			0.12221			0.1253			0.68418			0.2282			4.2143			0.67606			0.30679			0.29021			0.74155	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia		1.43255			0.38791			0.41524			0.25592			0.71746			0.24506			0.21327			0.7493			1.06345			0.07941			1.02751			0.07763			1.37769			1.43738			0.38802			0.22166			0.79434			0.23584			0.20948			0.09164			1.06401	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales		1.43255			0.38791			0.41524			0.25592			0.71746			0.24506			0.21327			0.7493			1.06345			0.07941			1.02751			0.07763			1.37769			1.43738			0.38802			0.22166			0.79434			0.23584			0.20948			0.09164			1.06401	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae		1.43255			0.38791			0.41524			0.25592			0.71746			0.24506			0.21327			0.7493			1.06345			0.07941			1.02751			0.07763			1.37769			1.43738			0.38802			0.22166			0.79434			0.23584			0.20948			0.09164			1.06401	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium		0.00585			0.04697			0.05679			0.04878			0.01488			0.04129		0.0		0.01637			0.40773			0.00082			0.39261		0.0		0.00585			0.0051			0.04554		0.0		0.01455			0.04058		0.0	0.0		0.39431	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_unclassified		0.00585			0.04697			0.05679			0.04878			0.01488			0.04129		0.0		0.01637			0.40773			0.00082			0.39261		0.0		0.00585			0.0051			0.04554		0.0		0.01455			0.04058		0.0	0.0		0.39431	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus		1.07775			0.19322			0.2153			0.02986			0.00196			0.03276			0.02027		0.0		0.38661			0.0271			0.37695			0.02825			1.03331			1.0511			0.20489			0.01532			0.00112			0.03294			0.01659			0.03415			0.38641	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_3_3_56FAA		0.04364			0.01018			0.01121			0.00028		0.0	0.0	0.0	0.0		0.01431		0.0		0.01213		0.0		0.04348			0.04501			0.013		0.0	0.0	0.0	0.0	0.0		0.01685	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_8_2_54BFAA		0.02967		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00599		0.0		0.0015		0.0		0.01903			0.02425			0.00121		0.0	0.0	0.0	0.0	0.0		0.0039	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_D7		0.10135			0.02356			0.02407		0.0	0.0	0.0	0.0	0.0		0.03177		0.0		0.04129		0.0		0.11599			0.09092			0.02893		0.0	0.0	0.0	0.0	0.0		0.03448	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified		0.90309			0.15948			0.18002			0.02957			0.00196			0.03276			0.02027		0.0		0.33454			0.0271			0.32203			0.02825			0.85481			0.89093			0.16174			0.01532			0.00112			0.03294			0.01659			0.03415			0.33119	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname		0.31517			0.10982			0.10732			0.05489			0.62613			0.05354			0.09841			0.65816			0.24188			0.0392			0.23112			0.03182			0.29675			0.34584			0.10176			0.09957			0.70255			0.0554			0.09243			0.04332			0.25316	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum		0.21764			0.03679			0.02945			0.00308		0.0		0.00326			0.00289		0.0		0.05255			0.00092			0.0507		0.0		0.20533			0.24789			0.03576		0.0	0.0		0.00525		0.0		0.00218			0.05286	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_spiroforme	0.0	0.0	0.0	0.0		0.00556		0.0	0.0		0.00641		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00839		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00612		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme		0.09752			0.07303			0.07787			0.05181			0.61475			0.05028			0.09552			0.64982			0.18933			0.03829			0.18042			0.03182			0.09142			0.09795			0.066			0.09957			0.68717			0.05014			0.09243			0.04114			0.2003	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_dolichum	0.0	0.0	0.0	0.0		0.00582		0.0	0.0		0.00193		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00087		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania		0.03379			0.03791			0.03584			0.12239			0.07449			0.11747			0.09459			0.07476			0.02723			0.01228			0.02682			0.01756			0.04178			0.03534			0.03584			0.10677			0.07614			0.10692			0.10046			0.01417			0.03012	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis		0.03171			0.02843			0.02068			0.09735			0.03028			0.09464			0.07399			0.03801			0.02417			0.01228			0.02079			0.01756			0.03674			0.03294			0.02414			0.08837			0.03871			0.08325			0.08278			0.01417			0.02559	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_AP2		0.00208			0.00947			0.01057			0.02504			0.04421			0.02284			0.02059			0.03675			0.00306		0.0		0.00603		0.0		0.00504			0.0024			0.0117			0.0184			0.03742			0.02368			0.01769		0.0		0.00454	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_unclassified	0.0	0.0		0.00458		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes		1.73888			5.05808			5.27071			2.0669			12.49289			2.13093			1.48504			12.34676			2.71129			1.22915			2.70377			1.17152			1.68605			1.6577			5.05998			1.48517			12.70515			2.14318			1.46288			1.25475			2.86256	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales		1.73888			5.05808			5.27071			2.0669			12.49289			2.13093			1.48504			12.34676			2.71129			1.22915			2.70377			1.17152			1.68605			1.6577			5.05998			1.48517			12.70515			2.14318			1.46288			1.25475			2.86256	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae		0.23062			0.31131			0.3334			0.16292			0.92631			0.1877			0.53536			0.873			0.08248			0.02019			0.0761			0.02132			0.22368			0.22093			0.29919			0.54821			0.95481			0.17939			0.53655			0.01469			0.0735	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium		0.23062			0.31131			0.3334			0.16292			0.92631			0.1877			0.53536			0.873			0.08248			0.02019			0.0761			0.02132			0.22368			0.22093			0.29919			0.54821			0.95481			0.17939			0.53655			0.01469			0.0735	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_unclassified		0.23062			0.31131			0.3334			0.16292			0.92631			0.1877			0.53536			0.873			0.08248			0.02019			0.0761			0.02132			0.22368			0.22093			0.29919			0.54821			0.95481			0.17939			0.53655			0.01469			0.0735	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae		1.50826			4.74677			4.9373			1.90398			11.56658			1.94323			0.94967			11.47376			2.62881			1.20895			2.62767			1.1502			1.46237			1.43677			4.76078			0.93695			11.75033			1.96378			0.92632			1.24006			2.78907	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	0.0	0.0	0.0	0.0		3.62342		0.0		0.01922			3.45724		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.01421			3.63431		0.0		0.02076		0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.0	0.0	0.0	0.0		3.59733		0.0		0.01922			3.43642		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.01421			3.61812		0.0		0.02076		0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus	0.0	0.0	0.0	0.0		0.02609		0.0	0.0		0.02082		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.01618		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas		1.00959			2.78722			2.95087			0.32864			7.82898			0.32728			0.9091			7.87795			0.57779			0.98479			0.55889			0.93199			0.98135			0.96575			2.78626			0.90518			7.97695			0.33441			0.8886			0.99992			0.61261	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis		0.10807			0.28581			0.35204			0.03233			0.82789			0.0311			0.09318			0.75075			0.06011			0.08314			0.06249			0.08775			0.10933			0.11797			0.32294			0.09688			0.8512			0.04211			0.08739			0.08997			0.04763	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale		0.06482			0.20585			0.19996			0.01703			0.55973			0.02336			0.07343			0.58734			0.03433			0.06553			0.0362			0.07415			0.06385			0.05823			0.17555			0.06166			0.57379			0.01929			0.06473			0.0718			0.05185	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis		0.00477			0.02005			0.01878			0.00045			0.11367			0.00084			0.00418			0.12487			0.00505			0.00568			0.00237			0.00722			0.00345			0.00456			0.018			0.00306			0.13163			0.00083			0.00381			0.00726			0.00377	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_unclassified		0.83193			2.2755			2.38009			0.27883			6.32769			0.27197			0.73831			6.41499			0.4783			0.83044			0.45783			0.76287			0.80472			0.78498			2.26978			0.74358			6.42034			0.27217			0.73267			0.83089			0.50936	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella		0.49867			1.95955			1.98644			1.57534			0.11418			1.61596			0.02135			0.13857			2.05102			0.22416			2.06878			0.21821			0.48102			0.47102			1.97452			0.01757			0.13907			1.62938			0.01696			0.24014			2.17646	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.0		0.87691			0.88352			0.21317			0.01855			0.19736		0.0		0.02548			0.55572		0.0		0.57385		0.0	0.0	0.0		0.88197		0.0		0.02253			0.20592		0.0	0.0		0.5755	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar		0.0272			0.18112			0.19874			0.13992			0.0081			0.16306		0.0		0.01088			0.19565			0.01997			0.19956			0.0241			0.01975			0.02425			0.19146		0.0		0.01019			0.15795		0.0		0.02052			0.21691	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula		0.35499			0.50759			0.4938			0.7345			0.05034			0.78075			0.01074			0.04579			0.77318			0.09738			0.75362			0.09838			0.32717			0.33728			0.51081			0.01115			0.04621			0.80598			0.00865			0.09803			0.74889	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_3_1_44		0.00743			0.03079			0.04206			0.02427		0.0		0.03809		0.0	0.0		0.06153		0.0		0.05657			0.00087			0.00113			0.00441			0.03379		0.0	0.0		0.04461		0.0	0.0		0.08081	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_6_1_27		0.00382			0.00684			0.00472			0.00995		0.0		0.00488		0.0	0.0		0.01246		0.0		0.01526		0.0		0.00254			0.00644			0.00705		0.0	0.0		0.00173		0.0	0.0		0.01432	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_ACP1	0.0	0.0		0.00256			0.00088		0.0		0.00083		0.0	0.0		0.01001		0.0		0.00559		0.0	0.0	0.0		0.00306		0.0	0.0	0.0	0.0	0.0		0.0058	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_HPA0037	0.0		0.07376			0.07132			0.01896		0.0		0.00808		0.0	0.0		0.0276		0.0		0.05498		0.0	0.0	0.0		0.0787		0.0	0.0		0.0151		0.0	0.0		0.02806	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_oral_taxon_158		0.0138			0.08177			0.07151			0.13511			0.01382			0.14506		0.0		0.0108			0.0803			0.00654			0.07371			0.00638			0.01459			0.01683			0.07896		0.0		0.01841			0.14617		0.0		0.0071			0.08371	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified		0.09143			0.20078			0.2182			0.29857			0.02336			0.27786			0.01061			0.04563			0.33458			0.10027			0.33562			0.0885			0.11584			0.08181			0.18873			0.00642			0.04173			0.25192			0.00831			0.11449			0.42245	
k__Bacteria|p__Fusobacteria		6.85158			5.49453			5.81973			7.2978			0.00178			7.34855			5.63549		0.0		5.41111			3.4527			5.41847			3.47678			6.76205			6.48033			5.81167			5.35039		0.0		7.54742			5.35206			3.89738			5.66017	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia		6.85158			5.49453			5.81973			7.2978			0.00178			7.34855			5.63549		0.0		5.41111			3.4527			5.41847			3.47678			6.76205			6.48033			5.81167			5.35039		0.0		7.54742			5.35206			3.89738			5.66017	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales		6.85158			5.49453			5.81973			7.2978			0.00178			7.34855			5.63549		0.0		5.41111			3.4527			5.41847			3.47678			6.76205			6.48033			5.81167			5.35039		0.0		7.54742			5.35206			3.89738			5.66017	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae		6.85158			5.49453			5.81973			7.2978			0.00178			7.34855			5.63549		0.0		5.41111			3.4527			5.41847			3.47678			6.76205			6.48033			5.81167			5.35039		0.0		7.54742			5.35206			3.89738			5.66017	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium		6.85158			5.49453			5.81973			7.2978			0.00178			7.34855			5.63549		0.0		5.41111			3.4527			5.41847			3.47678			6.76205			6.48033			5.81167			5.35039		0.0		7.54742			5.35206			3.89738			5.66017	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	0.0	0.0	0.0	0.0		0.00178		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans		0.00066		0.0	0.0		0.0021		0.0		0.00376		0.0	0.0	0.0	0.0		0.00034		0.0		0.00032		0.0	0.0	0.0	0.0		0.00297		0.0	0.0		0.0007	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium		6.85093			5.49453			5.81973			7.2957		0.0		7.3448			5.63549		0.0		5.41111			3.4527			5.41813			3.47678			6.76174			6.48033			5.81167			5.35039		0.0		7.54445			5.35206			3.89738			5.65948	
k__Bacteria|p__Proteobacteria		23.11159			29.35765			28.97273			25.12737			3.12412			25.46861			57.69247			3.2835			27.41371			43.57965			26.92845			43.59626			24.01503			24.45762			28.46718			58.83799			2.84276			24.6587			59.11031			41.53698			25.379	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria		0.8281			0.50972			0.52052			1.47216			0.46819			1.48559			0.27662			0.4896			0.98998			0.28864			0.9923			0.26675			0.72557			0.83658			0.50525			0.28551			0.47142			1.40153			0.27715			0.31678			0.95742	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales		0.8281			0.50972			0.52052			1.47216			0.46819			1.48559			0.27662			0.4896			0.98998			0.28864			0.9923			0.26675			0.72557			0.83658			0.50525			0.28551			0.47142			1.40153			0.27715			0.31678			0.95742	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0.0	0.0	0.0		0.0004			0.01003			0.001			0.00867			0.00984		0.0		0.00054		0.0	0.0	0.0		0.00082		0.0		0.00849			0.00778		0.0		0.01211		0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	0.0	0.0	0.0		0.0004			0.01003			0.001			0.00867			0.00984		0.0		0.00054		0.0	0.0	0.0		0.00082		0.0		0.00849			0.00778		0.0		0.01211		0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47	0.0	0.0	0.0		0.0004			0.01003			0.001			0.00867			0.00984		0.0		0.00054		0.0	0.0	0.0		0.00082		0.0		0.00849			0.00778		0.0		0.01211		0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae		0.8281			0.50972			0.52052			1.47177			0.45816			1.48459			0.26795			0.47976			0.98998			0.2881			0.9923			0.26675			0.72557			0.83576			0.50525			0.27702			0.46364			1.40153			0.26504			0.31678			0.95742	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.0	0.0	0.0	0.0		0.00166		0.0		0.00318			0.00501		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00569		0.0	0.0		0.00524		0.0	0.0
