ID	FL24_1_metaphlan2	XS24_2_metaphlan2	XS24_3_metaphlan2	FS24_3_metaphlan2	NS0_3_metaphlan2	FS24_2_metaphlan2	NS24_1_metaphlan2	NS0_2_metaphlan2	IN24_2_metaphlan2	GS24_2_metaphlan2	IN24_3_metaphlan2	GS24_3_metaphlan2	FL24_3_metaphlan2	FL24_2_metaphlan2	XS24_1_metaphlan2	NS24_3_metaphlan2	NS0_1_metaphlan2	FS24_1_metaphlan2	NS24_2_metaphlan2	GS24_1_metaphlan2	IN24_1_metaphlan2
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_9_1_42FAA		0.01315			0.02093			0.01349			0.01428			0.06004			0.00663			0.0415			0.05162			0.01288			0.00901			0.01851			0.01549			0.01175			0.01679			0.01721			0.03479			0.03913			0.00816			0.04453			0.01605			0.01252	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_D2		0.00085			0.00538			0.00492			0.00059		0.0		0.00055		0.0	0.0		0.0014			0.00017		0.0	0.0		0.0004			0.00078			0.00571		0.0	0.0		0.00076		0.0		0.0007			0.00087	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_D20		0.45904			0.33259			0.32051			0.23043			0.08215			0.26183			0.2402			0.06759			0.41886			0.04609			0.40123			0.04676			0.40139			0.42333			0.30347			0.24688			0.07133			0.26877			0.23884			0.0502			0.4182	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_D22		0.00062			0.0035			0.00118			0.00487			0.01001			0.00428			0.01368			0.01357			0.0012		0.0		0.00215		0.0	0.0		0.00086			0.00207			0.01699			0.00842			0.00225			0.00995		0.0		0.00032	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_HPS0048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00238		0.0		0.00058		0.0	0.0	0.0		0.00027		0.0	0.0		0.00296		0.0		0.00046			0.00244	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris		0.30618			0.72235			0.68864			1.15727			0.08306			1.18718			0.04335			0.07577			0.35979			0.72023			0.36941			0.70665			0.30744			0.30305			0.73748			0.04227			0.09248			1.1851			0.04298			0.76248			0.37028	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron		11.69464			6.03029			5.97184			12.03074			0.63142			11.93432			5.06434			0.59576			20.71932			9.14489			20.81799			9.14695			11.39485			11.19481			6.069			4.8943			0.63008			12.45962			4.87625			9.74842			21.63933	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis		11.00677			9.53464			9.53894			7.72222			2.06357			7.45396			8.11803			2.13398			13.80456			4.81168			14.4095			4.74658			10.53391			10.41373			9.99442			7.68959			2.0487			7.40851			7.94648			4.89969			14.74865	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus		1.96419			2.83072			2.79759			1.07199			9.83922			1.08771			1.35384			10.16501			1.17595			2.96459			1.19992			3.02957			1.85362			1.88976			2.91545			1.34011			10.51913			1.05327			1.32355			3.15759			1.23688	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens		0.42377			0.73209			0.70393			0.19828			0.19756			0.20069			0.20865			0.18401			0.3598			0.1032			0.36245			0.11155			0.4374			0.41609			0.79066			0.19934			0.22642			0.21826			0.20191			0.11505			0.40974	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname		0.03559			0.0335			0.0272			0.07414			0.20905			0.06849			0.0148			0.20715			0.05091			0.01987			0.04376			0.01376			0.04172			0.03592			0.02513			0.0178			0.18885			0.07279			0.01623			0.00982			0.04374	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname		0.03559			0.0335			0.0272			0.07414			0.20905			0.06849			0.0148			0.20715			0.05091			0.01987			0.04376			0.01376			0.04172			0.03592			0.02513			0.0178			0.18885			0.07279			0.01623			0.00982			0.04374	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_noname_unclassified		0.03559			0.0335			0.0272			0.07414			0.20905			0.06849			0.0148			0.20715			0.05091			0.01987			0.04376			0.01376			0.04172			0.03592			0.02513			0.0178			0.18885			0.07279			0.01623			0.00982			0.04374	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae		6.52657			3.89332			3.93125			1.96466			3.6649			1.9619			2.78122			3.73244			2.51523			7.93323			2.51103			7.9741			6.39023			6.35864			3.99663			2.69718			3.64124			1.93048			2.67897			8.27444			2.55792	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella		0.08307			0.06129			0.06116			0.05523			0.04729			0.05775			0.00273			0.04402			0.04809		0.0		0.04089		0.0		0.08189			0.07962			0.0715		0.0		0.04482			0.0623			0.00039		0.0		0.04765	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_unclassified		0.08307			0.06129			0.06116			0.05523			0.04729			0.05775			0.00273			0.04402			0.04809		0.0		0.04089		0.0		0.08189			0.07962			0.0715		0.0		0.04482			0.0623			0.00039		0.0		0.04765	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter		0.0136			0.00991			0.00681			0.0035			0.05026			0.00189			0.00614			0.04311			0.00237		0.0		0.00496		0.0		0.01265			0.01452			0.01174			0.00842			0.04424			0.00276			0.00479		0.0		0.01035	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_splanchnicus		0.0136			0.00991			0.00681			0.0035			0.05026			0.00189			0.00614			0.04311			0.00237		0.0		0.00496		0.0		0.01265			0.01452			0.01174			0.00842			0.04424			0.00276			0.00479		0.0		0.00366	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00669	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides		6.4299			3.82212			3.86328			1.90593			3.56734			1.90226			2.77235			3.64531			2.46477			7.93323			2.46519			7.9741			6.29569			6.2645			3.91339			2.68876			3.55217			1.86541			2.67379			8.27444			2.49992	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis		1.49939			2.07817			2.07956			1.0236			1.86178			1.01844			1.59236			1.9178			1.35356			2.4415			1.36016			2.41635			1.46081			1.45699			2.07269			1.55166			1.86655			1.01124			1.54771			2.44525			1.34655	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii		0.00363		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00051		0.0		0.00303			0.0045			0.01056		0.0	0.0	0.0	0.0	0.0		0.00151		0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii		1.39819			0.20833			0.21705			0.03863			0.21105			0.03983			0.05597			0.21058			0.05535			1.81109			0.05721			1.81071			1.35963			1.34982			0.23853			0.05347			0.20021			0.04037			0.05091			1.96118			0.06114	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae		3.10973			1.21355			1.23299			0.66826			1.18739			0.65803			0.86215			1.17308			0.8386			3.11789			0.8453			3.18383			3.07069			3.06692			1.26038			0.85809			1.18256			0.65571			0.84466			3.31783			0.88599	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_sp_20_3		0.34312			0.23316			0.24523			0.11074			0.20421			0.11669			0.12835			0.24469			0.14706			0.45879			0.13039			0.44404			0.3209			0.30738			0.25198			0.11877			0.22675			0.10072			0.12514			0.44099			0.15286	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_sp_D13		0.07359			0.07962			0.08217			0.06288			0.09681			0.06576			0.12878			0.08839			0.06744			0.09462			0.06672			0.10988			0.07421			0.06917			0.08348			0.09952			0.07047			0.05451			0.09858			0.10103			0.05045	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_sp_D25		0.00225			0.00929			0.00627			0.00181			0.0061			0.00351			0.00473			0.01077			0.00276			0.00882			0.00541			0.00625			0.00496			0.00366			0.00633			0.00724			0.00563			0.00285			0.00678			0.00665			0.00292	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae		0.00569			0.02778			0.0226		0.0		0.87063		0.0	0.0		0.87088			0.00081			0.00135			0.00053			0.00235			0.00687			0.00682			0.02361		0.0		0.97171		0.0	0.0		0.00058		0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella		0.00569			0.01769			0.01616		0.0		0.18185		0.0	0.0		0.17137		0.0		0.00135		0.0		0.00235			0.00687			0.00682			0.01525		0.0		0.16846		0.0	0.0		0.00058		0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	0.0	0.0	0.0	0.0		0.01116		0.0	0.0		0.02018		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0162		0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified		0.00569			0.01769			0.01616		0.0		0.17069		0.0	0.0		0.1512		0.0		0.00135		0.0		0.00235			0.00687			0.00682			0.01525		0.0		0.15226		0.0	0.0		0.00058		0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0.0		0.01009			0.00644		0.0		0.68877		0.0	0.0		0.69951			0.00081		0.0		0.00053		0.0	0.0	0.0		0.00836		0.0		0.80325		0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0.0		0.01009			0.00644		0.0		0.68877		0.0	0.0		0.69951			0.00081		0.0		0.00053		0.0	0.0	0.0		0.00836		0.0		0.80325		0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae		2.21967			1.77905			1.72162			3.3573			2.36087			3.52746			1.68435			2.37157			2.46787			0.76601			2.39265			0.72009			2.42616			2.41013			1.63143			1.63744			2.31577			3.29588			1.65372			0.72198			2.2642	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes		2.21967			1.77905			1.72162			3.3573			2.36087			3.52746			1.68435			2.37157			2.46787			0.76601			2.39265			0.72009			2.42616			2.41013			1.63143			1.63744			2.31577			3.29588			1.65372			0.72198			2.2642	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii		0.3325			0.34151			0.34878			0.64933			0.07358			0.73748			0.18056			0.06788			0.43695			0.15247			0.419			0.15505			0.34821			0.31979			0.33191			0.16367			0.08427			0.66218			0.15377			0.15522			0.412	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus		0.1788			0.14075			0.12811			0.09766			0.01455			0.10172			0.06493			0.01916			0.27164			0.03243			0.25548			0.03101			0.19139			0.20108			0.13141			0.06512			0.01451			0.10157			0.06063			0.02714			0.25591	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii		0.89957			0.71228			0.69773			0.91542			0.19984			1.0482			0.55795			0.19178			1.32632			0.31018			1.26434			0.28305			1.05229			1.04993			0.59709			0.56536			0.16738			0.93777			0.57364			0.28618			1.15394	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis		0.47388			0.27615			0.26371			0.66555			2.00606			0.63578			0.73323			2.02653			0.14632			0.09846			0.14808			0.09409			0.46535			0.47128			0.27175			0.71025			1.97391			0.63524			0.72996			0.08504			0.16029	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis		0.02065			0.02095			0.01965			0.03455			0.00543			0.04156			0.00893			0.00554			0.02321			0.007			0.02557			0.01004			0.02188			0.02044			0.01845			0.008			0.00385			0.03749			0.00905			0.00555			0.02509	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii		0.2925			0.27225			0.23858			0.9463			0.06141			0.91438			0.1373			0.0583			0.23894			0.15868			0.24629			0.13761			0.32696			0.32288			0.25602			0.12457			0.07184			0.87128			0.12498			0.15506			0.22699	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_HGB5		0.02178			0.01517			0.02506			0.04848		0.0		0.04834			0.00144			0.00239			0.02448			0.0068			0.0339			0.00924			0.02009			0.02473			0.02481			0.00048		0.0		0.05035			0.00169			0.00778			0.02998	
k__Bacteria|p__Firmicutes		11.82631			18.13044			18.56815			17.11564			62.66942			16.4447			9.76543			62.13404			10.28422			9.8436			10.49433			9.81973			11.57282			11.29828			18.45311			9.72127			62.59768			17.1793			9.54384			10.16182			10.60648	
k__Bacteria|p__Firmicutes|c__Bacilli		2.17722			1.16918			1.24114			5.81514			4.80366			5.09238			0.83446			4.59688			0.89903			1.29746			1.06156			1.44665			2.03193			1.76018			1.41029			0.95619			4.76461			5.8252			0.77312			1.48197			1.01588	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0		0.0211			0.02129			0.34087			0.01783			0.2876		0.0		0.0218			0.14006		0.0		0.1205		0.0	0.0	0.0		0.01646			0.07993			0.02003			0.38116		0.0	0.0		0.12429	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	0.0		0.0211			0.02129			0.34087			0.01783			0.2876		0.0		0.0218			0.14006		0.0		0.1205		0.0	0.0	0.0		0.01646		0.0		0.02003			0.38116		0.0	0.0		0.12429	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus	0.0		0.0211			0.02129			0.34087			0.01783			0.2876		0.0		0.0218			0.14006		0.0		0.1205		0.0	0.0	0.0		0.01646		0.0		0.02003			0.38116		0.0	0.0		0.12429	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_amyloliquefaciens	0.0	0.0	0.0	0.0		0.01783		0.0	0.0		0.0218		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.02003		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cereus_thuringiensis	0.0		0.0211			0.02129			0.34087		0.0		0.2876		0.0	0.0		0.14006		0.0		0.1205		0.0	0.0	0.0		0.01646		0.0	0.0		0.38116		0.0	0.0		0.12429	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.07993		0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.07993		0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.07993		0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales		2.17722			1.14808			1.21985			5.47427			4.78583			4.80477			0.83446			4.57508			0.75897			1.29746			0.94105			1.44665			2.03193			1.76018			1.39382			0.87626			4.74459			5.44405			0.77312			1.48197			0.89159	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae		0.65064			0.63034			0.70631			4.62902			0.10232			3.89859			0.16204			0.10356			0.50183			1.19535			0.69982			1.32149			0.57935			0.47432			0.84903			0.22359			0.09598			4.48986			0.17061			1.35295			0.64504	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus		0.65064			0.63034			0.70631			4.62902			0.10232			3.89859			0.16204			0.10356			0.50183			1.19535			0.69982			1.32149			0.57935			0.47432			0.84903			0.22359			0.09598			4.48986			0.17061			1.35295			0.64504	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	0.0		0.00191			0.00387		0.0	0.0		0.00044		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00091		0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	0.0		0.00768			0.01431		0.0	0.0	0.0	0.0	0.0		0.0306			0.02363			0.02406			0.03474		0.0	0.0		0.01616		0.0	0.0		0.0016		0.0		0.04266			0.03921	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis		0.14581		0.0	0.0	0.0	0.0	0.0		0.00787		0.0	0.0	0.0	0.0	0.0		0.11661			0.11097		0.0		0.00687		0.0	0.0		0.01098		0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium		0.50483			0.62075			0.68813			4.62786			0.10232			3.89816			0.15417			0.10356			0.47123			1.17172			0.67576			1.28675			0.46273			0.36335			0.83196			0.21671			0.09598			4.48826			0.15963			1.31029			0.60583	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae	0.0	0.0	0.0		0.00117		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae		0.03908			0.38523			0.39672			0.68278			1.6515			0.7237			0.04041			1.63664			0.10834			0.05252			0.10332			0.06484			0.03544			0.03834			0.42785			0.04117			1.62736			0.75009			0.04608			0.06788			0.1127	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus		0.03908			0.38523			0.39672			0.68278			1.6515			0.7237			0.04041			1.63664			0.10834			0.05252			0.10332			0.06484			0.03544			0.03834			0.42785			0.04117			1.62736			0.75009			0.04608			0.06788			0.1127	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus		0.00611			0.00316			0.00242			0.0191			0.07666			0.01487			0.00271			0.08473			0.01568		0.0		0.00771		0.0		0.00376			0.00511			0.00092			0.00954			0.08144			0.02132			0.00504		0.0		0.00467	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_brevis	0.0	0.0	0.0	0.0		0.00035		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fructivorans	0.0	0.0	0.0	0.0		0.01582		0.0	0.0		0.01316		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.01619		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_helveticus	0.0	0.0	0.0	0.0		0.02749		0.0	0.0		0.02056		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.02155		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus	0.0	0.0	0.0	0.0		0.01456		0.0	0.0		0.01814		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.02247		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis		0.03297			0.38207			0.3943			0.66368			1.51663			0.70883			0.0377			1.50004			0.09266			0.05252			0.0956			0.06484			0.03168			0.03323			0.42693			0.03162			1.48569			0.72877			0.04105			0.06788			0.10803	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	0.0		0.07984			0.06704			0.04088			0.08637			0.04204			0.01031			0.07442			0.01371			0.01634			0.01234			0.01748		0.0	0.0		0.06911			0.00727			0.0773			0.03776			0.00769			0.01656			0.01111	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	0.0		0.07984			0.06704			0.04088			0.08637			0.04204			0.01031			0.07442			0.01371			0.01634			0.01234			0.01748		0.0	0.0		0.06911			0.00727			0.0773			0.03776			0.00769			0.01656			0.01111	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis	0.0		0.07984			0.06704			0.04088			0.08637			0.04204			0.01031			0.07442			0.01371			0.01634			0.01234			0.01748		0.0	0.0		0.06911			0.00727			0.0773			0.03776			0.00769			0.01656			0.01111	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae		1.4875			0.05267			0.0498			0.1216			2.94562			0.14044			0.6217			2.76046			0.13509			0.03325			0.12558			0.04283			1.41714			1.24752			0.04784			0.60424			2.94395			0.16634			0.54874			0.04458			0.12274	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus		0.0433		0.0	0.0	0.0	0.0		0.00118		0.0	0.0	0.0	0.0	0.0	0.0		0.0456			0.04836		0.0	0.0	0.0		0.00059		0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis		0.0433		0.0	0.0	0.0	0.0		0.00118		0.0	0.0	0.0	0.0	0.0	0.0		0.0456			0.04836		0.0	0.0	0.0		0.00059		0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus		1.4442			0.05267			0.0498			0.1216			2.94562			0.13926			0.6217			2.76046			0.13509			0.03325			0.12558			0.04283			1.37154			1.19916			0.04784			0.60424			2.94395			0.16575			0.54874			0.04458			0.12274	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis		0.00304		0.0	0.0	0.0		0.0127		0.0		0.00642			0.01809		0.0	0.0	0.0	0.0		0.00579			0.00487		0.0		0.00523			0.01586		0.0		0.00401		0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus		0.00198		0.0	0.0	0.0	0.0	0.0		0.00332		0.0	0.0	0.0	0.0	0.0		0.00096			0.00138		0.0		0.00598		0.0	0.0		0.00314		0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00221		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis		0.01241		0.0	0.0		0.00239			0.1065			0.00537			0.01667			0.1177			0.01799		0.0		0.01673		0.0		0.00964			0.01088		0.0		0.01875			0.11691			0.00629			0.01878		0.0		0.01738	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius		0.0052			0.00163			0.00401			0.06084			0.20274			0.05656			0.05301			0.19706			0.05608			0.01039			0.04749			0.01151			0.0062			0.00687			0.00073			0.04053			0.20707			0.07929			0.03441			0.01094			0.04515	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	0.0	0.0	0.0	0.0		0.00325		0.0	0.0		0.00342		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00567		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_GMD4S		1.35675		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.27849			1.1086		0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus		0.06482			0.05104			0.04579			0.05836			2.62043			0.07733			0.54229			2.4242			0.06102			0.02286			0.06136			0.03132			0.07046			0.06655			0.0471			0.53375			2.59621			0.08017			0.4884			0.03365			0.0602	
